,title,artist,released_year,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,decease_date
4718,About A Girl (Unplugged),Nirvana,1993,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1119,99999
4719,Let's Go Crazy,Prince,1984,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1121,99999
4720,The Wild Rover,The Dubliners,1964,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1126,99999
4721,Zing Voor Me,Lange Frans & The Lau,2010,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1129,99999
4722,Why Worry,Dire Straits,1995,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1130,99999
4723,Honky Tonk Women,The Rolling Stones,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1133,99999
4724,Deutschland,Rammstein,2019,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1140,99999
4725,Listen To Your Heart,Roxette,1989,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1144,99999
4726,London Calling,The Clash,1979,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1145,99999
4727,Born On The Bayou,Creedence Clearwater Revival,1972,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1150,99999
4728,All You Need Is Love,The Beatles,1967,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1154,99999
4729,Wake Me Up Before You Go Go,Wham!,1984,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1155,99999
4730,Close To Me,The Cure,1985,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1158,99999
4731,Mad World,Michael Andrews ft. Gary Jules,2003,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1160,99999
4732,Traffic,Tiësto,2003,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1161,99999
4733,Roadhouse Blues,The Doors,1970,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1166,99999
4734,1979,The Smashing Pumpkins,1996,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1171,99999
4735,Supermarket Flowers,Ed Sheeran,2017,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1172,99999
4736,I Knew You Were Waiting (For Me),George Michael & Aretha Franklin,1987,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1179,99999
4737,Stir It Up (live),Bob Marley & The Wailers,1979,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1181,99999
4738,Bigmouth Strikes Again,The Smiths,1986,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1183,99999
4739,Dear Mr President,P!nk,2006,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1187,99999
4740,Anne,Herman van Veen,1986,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1191,99999
4741,Harvest Moon,Neil Young,1991,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1193,99999
4742,Red Eyes,The War On Drugs,2013,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1202,99999
4743,Disco Inferno,The Trammps,1977,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1205,99999
4744,Scarlet Ribbons,The Cats,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1209,99999
4745,L'amour Toujours,Gigi D'Agostino,2001,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1211,99999
4746,The Thrill Is Gone,B.B. King,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1213,99999
4747,The One I Love,R.E.M.,1991,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1215,99999
4748,Shout,Tears for Fears,1985,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1224,99999
4749,Walking On The Moon,The Police,1979,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1229,99999
4750,"He Ain't Heavy, He's My Brother",The Hollies,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1232,99999
4751,"Comptine D'un Autre Ete, L'Apres Midi (Amelie)",Yann Tiersen,2001,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1233,99999
4752,Hilversum 3,Herman van Veen,1984,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1235,99999
4753,"See Me, Feel Me",The Who,1970,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1239,99999
4754,Feeling Good,Michael Bublé,2005,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1246,99999
4755,Fairytale Of New York,Kirsty Maccoll & Pogues,1987,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1247,99999
4756,When I'm Sixty-Four,The Beatles,1967,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1248,99999
4757,'t Dondert En 't Bliksemt,Guus Meeuwis,1998,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1253,99999
4758,Raise Your Glass,P!nk,2010,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1255,99999
4759,Crazy On You,Heart,1976,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1259,99999
4760,How To Save A Life,The Fray,2007,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1260,99999
4761,Blackstar,David Bowie,2015,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1267,99999
4762,Overture (Tommy),The Who,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1273,99999
4763,Christmas Lights,Coldplay,2010,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1275,99999
4764,Everytime I Think Of You,The Babys,1979,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1276,99999
4765,You Oughta Know,Alanis Morissette,1996,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1281,99999
4766,The Air That I Breathe,The Hollies,1974,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1282,99999
4767,Une Belle Histoire/Een Mooi Verhaal,Alderliefste & Paul de Leeuw,2006,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1283,99999
4768,Aanzoek Zonder Ringen,Bløf,2006,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1285,99999
4769,Bad,Michael Jackson,1987,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1290,2009
4770,Somebody Will Know Someday,Cuby & The Blizzards,1967,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1292,99999
4771,Rapper's Delight,The Sugarhill Gang,1979,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1296,99999
4772,Malle Babbe,Rob De Nijs,1975,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1297,99999
4773,Eternal Flame,The Bangles,1989,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1300,99999
4774,Cose Della Vita,Eros Ramazzotti,1998,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1304,99999
4775,Ode To My Family,The Cranberries,1994,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1308,99999
4776,Apache,The Shadows,1960,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1319,99999
4777,I Am The Walrus,The Beatles,1967,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1321,99999
4778,Phantom Of The Opera,Floor Jansen & Henk Poort,2019,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1322,99999
4779,The Racing Rats,Editors,2008,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1327,99999
4780,Sloop John B,The Beach Boys,1966,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1328,99999
4781,Remedy,The Black Crowes,1992,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1334,99999
4782,Pain,The War On Drugs,2017,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1335,99999
4783,Hold Me,Anouk & Douwe Bob,2014,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1336,99999
4784,My Generation,The Who,1965,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1347,99999
4785,Dance Monkey,Tones and I,2019,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1348,99999
4786,In My Life,The Beatles,1965,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1356,99999
4787,Don't Answer Me,The Alan Parsons Project,1984,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1359,99999
4788,Tuesday Afternoon,The Moody Blues,1968,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1361,99999
4789,No Good (Start The Dance),The Prodigy,1994,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1364,99999
4790,Breathe,The Prodigy,1996,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1368,99999
4791,Learning To Fly,Tom Petty And The Heartbreakers,1991,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1378,99999
4792,High On Life,Martin Garrix,2018,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1383,99999
4793,Guitar Man,Elvis Presley,1968,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1391,1977
4794,Right Next Door (Because Of Me),The Robert Cray Band,1987,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1395,99999
4795,Lady Jane,The Rolling Stones,1966,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1396,99999
4796,All I Ask,Adele,2015,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1404,99999
4797,Don't Leave Me This Way,The Communards & Sarah Jane Morris,1986,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1408,99999
4798,Jump Around,House of Pain,1992,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1411,99999
4799,Ghost Love Score,Nightwish,2004,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1417,99999
4800,Voltooid Verleden Tijd,Is Ook Schitterend!,1997,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1425,99999
4801,Always Remember Us This Way,Lady Gaga,2019,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1430,99999
4802,Glycerine,Bush,1994,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1432,99999
4803,Twist And Shout,The Beatles,1963,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1433,99999
4804,City Of Blinding Lights,U2,2005,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1434,99999
4805,Forever Autumn,Jeff Wayne,1978,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1437,99999
4806,Appleknockers Flophouse,Cuby & The Blizzards,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1438,99999
4807,Weather With You,Crowded House,1991,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1441,99999
4808,Blauwe Dag,Suzan & Freek,2019,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1442,99999
4809,Walk This Way,Run DMC & Aerosmith,1986,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1444,99999
4810,Should I Stay Or Should I Go?,The Clash,1991,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1446,99999
4811,Pure Morning,Placebo,1998,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1448,99999
4812,Tennessee Whiskey,Chris Stapleton,2015,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1452,99999
4813,Are You Lonesome Tonight,Elvis Presley,1961,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1458,1977
4814,Unwritten,Natasha Bedingfield,2004,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1460,99999
4815,Vlieg Met Me Mee (Live),Paul de Leeuw,1992,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1466,99999
4816,Touch Me,The Doors,1969,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1468,99999
4817,Won't Get Fooled Again,The Who,1971,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1471,99999
4818,Sowing The Seeds Of Love,Tears for Fears,1989,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1473,99999
4819,Europa (Earth's Cry Heaven's Smile),Santana,1976,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1481,99999
4820,Family Portrait,P!nk,2002,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1486,99999
4821,Summertime,Ella Fitzgerald & Louis Armstrong,1958,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1492,99999
4822,Slapeloze Nachten,The Opposites,2013,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,99999,1497,99999
